,Algorithm,Graph name,k,Found result,Time (perf)
3409,Kernelization,Petersen,10,True,5678800
3410,Kernelization,Petersen,1,False,325600
3411,Kernelization,Petersen,2,False,291700
3412,Kernelization,Petersen,3,False,264900
3413,Kernelization,Petersen,4,False,3557000
3414,Kernelization,Petersen,5,False,6310400
3415,Kernelization,Petersen,6,True,7402800
3416,Kernelization,Petersen,7,True,7333600
3417,Kernelization,Petersen,8,True,7261900
3418,Kernelization,Petersen,9,True,7301000
3419,Kernelization,Petersen,10,True,5405200
3420,Kernelization,Petersen,1,False,146900
3421,Kernelization,Petersen,2,False,121600
3422,Kernelization,Petersen,3,False,112800
3423,Kernelization,Petersen,4,False,1634200
3424,Kernelization,Petersen,5,False,2683800
3425,Kernelization,Petersen,6,True,3530100
3426,Kernelization,Petersen,7,True,3102200
3427,Kernelization,Petersen,8,True,3349100
3428,Kernelization,Petersen,9,True,4763500
3429,Kernelization,Petersen,10,True,6994800
3430,Kernelization,Petersen,1,False,373900
3431,Kernelization,Petersen,2,False,889100
3432,Kernelization,Petersen,3,False,331700
3433,Kernelization,Petersen,4,False,3102200
3434,Kernelization,Petersen,5,False,6826000
3435,Kernelization,Petersen,6,True,5827200
3436,Kernelization,Petersen,7,True,7733200
3437,Kernelization,Petersen,8,True,3863900
3438,Kernelization,Petersen,9,True,3041400
3439,Kernelization,Petersen,10,True,6739700
3440,Kernelization,Petersen,1,False,144500
3441,Kernelization,Petersen,2,False,136400
3442,Kernelization,Petersen,3,False,113300
3443,Kernelization,Petersen,4,False,1486600
3444,Kernelization,Petersen,5,False,2812100
3445,Kernelization,Petersen,6,True,3251000
3446,Kernelization,Petersen,7,True,3099400
3447,Kernelization,Petersen,8,True,2947100
3448,Kernelization,Petersen,9,True,6560500
3449,Kernelization,Petersen,10,True,5289400
3450,Kernelization,Petersen,1,False,152400
3451,Kernelization,Petersen,2,False,123000
3452,Kernelization,Petersen,3,False,113400
3453,Kernelization,Petersen,4,False,1547300
3454,Kernelization,Petersen,5,False,3581200
3455,Kernelization,Petersen,6,True,7977900
3456,Kernelization,Petersen,7,True,6559100
3457,Kernelization,Petersen,8,True,3052900
3458,Kernelization,Petersen,9,True,6254400
3459,Kernelization,Petersen,10,True,8410000
3460,Kernelization,Petersen,1,False,316400
3461,Kernelization,Petersen,2,False,344900
3462,Kernelization,Petersen,3,False,274100
3463,Kernelization,Petersen,4,False,4261400
3464,Kernelization,Petersen,5,False,3494500
3465,Kernelization,Petersen,6,True,3688300
3466,Kernelization,Petersen,7,True,7627400
3467,Kernelization,Petersen,8,True,5293400
3468,Kernelization,Petersen,9,True,3788300
3469,Kernelization,Petersen,10,True,3372200
3470,Kernelization,Petersen,1,False,344100
3471,Kernelization,Petersen,2,False,285400
3472,Kernelization,Petersen,3,False,262200
3473,Kernelization,Petersen,4,False,4094400
3474,Kernelization,Petersen,5,False,4742200
3475,Kernelization,Petersen,6,True,3351100
3476,Kernelization,Petersen,7,True,5855200
3477,Kernelization,Petersen,8,True,7151400
3478,Kernelization,Petersen,9,True,7520100
3479,Kernelization,Petersen,10,True,7573600
3480,Kernelization,Petersen,1,False,308000
3481,Kernelization,Petersen,2,False,289300
3482,Kernelization,Petersen,3,False,276900
3483,Kernelization,Petersen,4,False,2533100
3484,Kernelization,Petersen,5,False,2917400
3485,Kernelization,Petersen,6,True,3570100
3486,Kernelization,Petersen,7,True,3385400
3487,Kernelization,Petersen,8,True,3521900
3488,Kernelization,Petersen,9,True,6016500
3489,Kernelization,Petersen,10,True,7690700
3490,Kernelization,Petersen,1,False,317500
3491,Kernelization,Petersen,2,False,360400
3492,Kernelization,Petersen,3,False,191900
3493,Kernelization,Petersen,4,False,2129900
3494,Kernelization,Petersen,5,False,3238300
3495,Kernelization,Petersen,6,True,4256600
3496,Kernelization,Petersen,7,True,5451500
3497,Kernelization,Petersen,8,True,4217700
3498,Kernelization,Petersen,9,True,3855100
3499,Kernelization,Petersen,10,True,7374600
3500,Kernelization,Petersen,1,False,318900
3501,Kernelization,Petersen,2,False,295200
3502,Kernelization,Petersen,3,False,261900
3503,Kernelization,Petersen,4,False,3693500
3504,Kernelization,Petersen,5,False,5036700
3505,Kernelization,Petersen,6,True,7673300
3506,Kernelization,Petersen,7,True,8008200
3507,Kernelization,Petersen,8,True,4166900
3508,Kernelization,Petersen,9,True,4905100
3509,Kernelization,Petersen,10,True,7561200
3510,Kernelization,Petersen,1,False,356500
3511,Kernelization,Petersen,2,False,321900
3512,Kernelization,Petersen,3,False,341900
3513,Kernelization,Petersen,4,False,2334900
3514,Kernelization,Petersen,5,False,5241200
3515,Kernelization,Petersen,6,True,6649600
3516,Kernelization,Petersen,7,True,5943700
3517,Kernelization,Petersen,8,True,4183800
3518,Kernelization,Petersen,9,True,3434600
3519,Kernelization,Petersen,10,True,5288000
3520,Kernelization,Petersen,1,False,306600
3521,Kernelization,Petersen,2,False,321800
3522,Kernelization,Petersen,3,False,289600
3523,Kernelization,Petersen,4,False,4090700
3524,Kernelization,Petersen,5,False,3001300
3525,Kernelization,Petersen,6,True,3681500
3526,Kernelization,Petersen,7,True,3665700
3527,Kernelization,Petersen,8,True,5109600
3528,Kernelization,Petersen,9,True,5572400
3529,Kernelization,Petersen,10,True,4415000
3530,Kernelization,Petersen,1,False,158100
3531,Kernelization,Petersen,2,False,163100
3532,Kernelization,Petersen,3,False,177500
3533,Kernelization,Petersen,4,False,1600700
3534,Kernelization,Petersen,5,False,3911800
3535,Kernelization,Petersen,6,True,4889100
3536,Kernelization,Petersen,7,True,5387600
3537,Kernelization,Petersen,8,True,5037800
3538,Kernelization,Petersen,9,True,4112200
3539,Kernelization,Petersen,10,True,5179100
3540,Kernelization,Petersen,1,False,375400
3541,Kernelization,Petersen,2,False,348500
3542,Kernelization,Petersen,3,False,303700
3543,Kernelization,Petersen,4,False,3813500
3544,Kernelization,Petersen,5,False,2994600
3545,Kernelization,Petersen,6,True,4834800
3546,Kernelization,Petersen,7,True,5000900
3547,Kernelization,Petersen,8,True,7421500
3548,Kernelization,Petersen,9,True,8396800
3549,Kernelization,Petersen,10,True,8069900
3550,Kernelization,Petersen,1,False,314700
3551,Kernelization,Petersen,2,False,305700
3552,Kernelization,Petersen,3,False,304700
3553,Kernelization,Petersen,4,False,4076700
3554,Kernelization,Petersen,5,False,6589000
3555,Kernelization,Petersen,6,True,3233800
3556,Kernelization,Petersen,7,True,3748200
3557,Kernelization,Petersen,8,True,4127200
3558,Kernelization,Petersen,9,True,4918300
3559,Kernelization,Petersen,10,True,7373900
3560,Kernelization,Petersen,1,False,181900
3561,Kernelization,Petersen,2,False,150600
3562,Kernelization,Petersen,3,False,136200
3563,Kernelization,Petersen,4,False,3365200
3564,Kernelization,Petersen,5,False,4283300
3565,Kernelization,Petersen,6,True,6716500
3566,Kernelization,Petersen,7,True,6124700
3567,Kernelization,Petersen,8,True,6242800
3568,Kernelization,Petersen,9,True,8177000
3569,Kernelization,Petersen,10,True,6705400
3570,Kernelization,Petersen,1,False,238900
3571,Kernelization,Petersen,2,False,215300
3572,Kernelization,Petersen,3,False,305700
3573,Kernelization,Petersen,4,False,3925600
3574,Kernelization,Petersen,5,False,6226200
3575,Kernelization,Petersen,6,True,11091800
3576,Kernelization,Petersen,7,True,13815000
3577,Kernelization,Petersen,8,True,14948000
3578,Kernelization,Petersen,9,True,13931500
3579,Kernelization,Petersen,10,True,10335200
3580,Kernelization,Petersen,1,False,684400
3581,Kernelization,Petersen,2,False,647700
3582,Kernelization,Petersen,3,False,580300
3583,Kernelization,Petersen,4,False,7800800
3584,Kernelization,Petersen,5,False,13811300
3585,Kernelization,Petersen,6,True,8431200
3586,Kernelization,Petersen,7,True,15585000
3587,Kernelization,Petersen,8,True,11109800
3588,Kernelization,Petersen,9,True,6726600
3589,Kernelization,Petersen,10,True,8007400
3590,Kernelization,Petersen,1,False,389900
3591,Kernelization,Petersen,2,False,362100
3592,Kernelization,Petersen,3,False,322300
3593,Kernelization,Petersen,4,False,2357900
3594,Kernelization,Petersen,5,False,9001000
3595,Kernelization,Petersen,6,True,10186300
3596,Kernelization,Petersen,7,True,12224200
3597,Kernelization,Petersen,8,True,10761200
3598,Kernelization,Petersen,9,True,8332200
3599,Kernelization,Petersen,10,True,10443300
3600,Kernelization,Petersen,1,False,632600
3601,Kernelization,Petersen,2,False,750500
3602,Kernelization,Petersen,3,False,591300
3603,Kernelization,Petersen,4,False,4638700
3604,Kernelization,Petersen,5,False,5718900
3605,Kernelization,Petersen,6,True,7928900
3606,Kernelization,Petersen,7,True,6530100
3607,Kernelization,Petersen,8,True,7163400
3608,Kernelization,Petersen,9,True,6827000
3609,Kernelization,Petersen,10,True,7536500
3610,Kernelization,Petersen,1,False,294000
3611,Kernelization,Petersen,2,False,304500
3612,Kernelization,Petersen,3,False,241800
3613,Kernelization,Petersen,4,False,3648300
3614,Kernelization,Petersen,5,False,6108700
3615,Kernelization,Petersen,6,True,7906000
3616,Kernelization,Petersen,7,True,7060900
3617,Kernelization,Petersen,8,True,4573200
3618,Kernelization,Petersen,9,True,5465500
3619,Kernelization,Petersen,10,True,5084600
3620,Kernelization,Petersen,1,False,219300
3621,Kernelization,Petersen,2,False,224000
3622,Kernelization,Petersen,3,False,127500
3623,Kernelization,Petersen,4,False,2829400
3624,Kernelization,Petersen,5,False,7568000
3625,Kernelization,Petersen,6,True,8637800
3626,Kernelization,Petersen,7,True,8598600
3627,Kernelization,Petersen,8,True,8671600
3628,Kernelization,Petersen,9,True,8866700
3629,Kernelization,Petersen,10,True,8642300
3630,Kernelization,Petersen,1,False,379700
3631,Kernelization,Petersen,2,False,319400
3632,Kernelization,Petersen,3,False,297600
3633,Kernelization,Petersen,4,False,4013400
3634,Kernelization,Petersen,5,False,7968100
3635,Kernelization,Petersen,6,True,9861000
3636,Kernelization,Petersen,7,True,10365500
3637,Kernelization,Petersen,8,True,10781600
3638,Kernelization,Petersen,9,True,5638900
3639,Kernelization,Petersen,10,True,5236200
3640,Kernelization,Petersen,1,False,494500
3641,Kernelization,Petersen,2,False,480700
3642,Kernelization,Petersen,3,False,383200
3643,Kernelization,Petersen,4,False,5796900
3644,Kernelization,Petersen,5,False,7238500
3645,Kernelization,Petersen,6,True,9611000
3646,Kernelization,Petersen,7,True,8706300
3647,Kernelization,Petersen,8,True,12825500
3648,Kernelization,Petersen,9,True,12556100
3649,Kernelization,Petersen,10,True,11823000
3650,Kernelization,Petersen,1,False,258700
3651,Kernelization,Petersen,2,False,194700
3652,Kernelization,Petersen,3,False,208700
3653,Kernelization,Petersen,4,False,3224200
3654,Kernelization,Petersen,5,False,5018700
3655,Kernelization,Petersen,6,True,5397100
3656,Kernelization,Petersen,7,True,7665100
3657,Kernelization,Petersen,8,True,9747100
3658,Kernelization,Petersen,9,True,10158600
3659,Kernelization,Petersen,10,True,7334700
3660,Kernelization,Petersen,1,False,269800
3661,Kernelization,Petersen,2,False,389600
3662,Kernelization,Petersen,3,False,311300
3663,Kernelization,Petersen,4,False,3102200
3664,Kernelization,Petersen,5,False,8837600
3665,Kernelization,Petersen,6,True,11786200
3666,Kernelization,Petersen,7,True,7548500
3667,Kernelization,Petersen,8,True,15100500
3668,Kernelization,Petersen,9,True,15409900
3669,Kernelization,Petersen,10,True,13138100
3670,Kernelization,Petersen,1,False,295200
3671,Kernelization,Petersen,2,False,400400
3672,Kernelization,Petersen,3,False,438900
3673,Kernelization,Petersen,4,False,3984300
3674,Kernelization,Petersen,5,False,7686800
3675,Kernelization,Petersen,6,True,7074600
3676,Kernelization,Petersen,7,True,11419500
3677,Kernelization,Petersen,8,True,17612300
3678,Kernelization,Petersen,9,True,16555600
3679,Kernelization,Petersen,10,True,15676300
3680,Kernelization,Petersen,1,False,640800
3681,Kernelization,Petersen,2,False,368000
3682,Kernelization,Petersen,3,False,363000
3683,Kernelization,Petersen,4,False,5188500
3684,Kernelization,Petersen,5,False,5667300
3685,Kernelization,Petersen,6,True,8677000
3686,Kernelization,Petersen,7,True,6920900
3687,Kernelization,Petersen,8,True,7587900
3688,Kernelization,Petersen,9,True,19992300
3689,Kernelization,Petersen,10,True,13194800
3690,Kernelization,Petersen,1,False,615800
3691,Kernelization,Petersen,2,False,527800
3692,Kernelization,Petersen,3,False,336300
3693,Kernelization,Petersen,4,False,4047200
3694,Kernelization,Petersen,5,False,8543800
3695,Kernelization,Petersen,6,True,16707300
3696,Kernelization,Petersen,7,True,16389400
3697,Kernelization,Petersen,8,True,12220500
3698,Kernelization,Petersen,9,True,12796000
3699,Kernelization,Petersen,10,True,16053600
3700,Kernelization,Petersen,1,False,667200
3701,Kernelization,Petersen,2,False,607000
3702,Kernelization,Petersen,3,False,546800
3703,Kernelization,Petersen,4,False,4982300
3704,Kernelization,Petersen,5,False,6087400
3705,Kernelization,Petersen,6,True,6822200
3706,Kernelization,Petersen,7,True,7110100
3707,Kernelization,Petersen,8,True,6411200
3708,Kernelization,Petersen,9,True,7235400
3709,Kernelization,Petersen,10,True,12588400
3710,Kernelization,Petersen,1,False,298100
3711,Kernelization,Petersen,2,False,288400
3712,Kernelization,Petersen,3,False,234500
3713,Kernelization,Petersen,4,False,3270800
3714,Kernelization,Petersen,5,False,6667600
3715,Kernelization,Petersen,6,True,12696200
3716,Kernelization,Petersen,7,True,16089700
3717,Kernelization,Petersen,8,True,11384600
3718,Kernelization,Petersen,9,True,7900400
3719,Kernelization,Petersen,10,True,9870800
3720,Kernelization,Petersen,1,False,291000
3721,Kernelization,Petersen,2,False,480400
3722,Kernelization,Petersen,3,False,243500
3723,Kernelization,Petersen,4,False,4066200
3724,Kernelization,Petersen,5,False,10373500
3725,Kernelization,Petersen,6,True,15978200
3726,Kernelization,Petersen,7,True,8422700
3727,Kernelization,Petersen,8,True,6715600
3728,Kernelization,Petersen,9,True,10713600
3729,Kernelization,Petersen,10,True,15271100
3730,Kernelization,Petersen,1,False,729800
3731,Kernelization,Petersen,2,False,611700
3732,Kernelization,Petersen,3,False,626200
3733,Kernelization,Petersen,4,False,6710300
3734,Kernelization,Petersen,5,False,12280700
3735,Kernelization,Petersen,6,True,14683500
3736,Kernelization,Petersen,7,True,8296400
3737,Kernelization,Petersen,8,True,10277000
3738,Kernelization,Petersen,9,True,7811900
3739,Kernelization,Petersen,10,True,13401700
3740,Kernelization,Petersen,1,False,747300
3741,Kernelization,Petersen,2,False,651900
3742,Kernelization,Petersen,3,False,649100
3743,Kernelization,Petersen,4,False,8263500
3744,Kernelization,Petersen,5,False,14714700
3745,Kernelization,Petersen,6,True,16846300
3746,Kernelization,Petersen,7,True,16757300
3747,Kernelization,Petersen,8,True,15461400
3748,Kernelization,Petersen,9,True,10492200
3749,Kernelization,Petersen,10,True,13332600
3750,Kernelization,Petersen,1,False,487900
3751,Kernelization,Petersen,2,False,410900
3752,Kernelization,Petersen,3,False,516400
3753,Kernelization,Petersen,4,False,7239400
3754,Kernelization,Petersen,5,False,5609900
3755,Kernelization,Petersen,6,True,8801000
3756,Kernelization,Petersen,7,True,9878600
3757,Kernelization,Petersen,8,True,10740900
3758,Kernelization,Petersen,9,True,9054100
3759,Kernelization,Petersen,10,True,10858900
3760,Kernelization,Petersen,1,False,358200
3761,Kernelization,Petersen,2,False,357100
3762,Kernelization,Petersen,3,False,347100
3763,Kernelization,Petersen,4,False,3919400
3764,Kernelization,Petersen,5,False,12042200
3765,Kernelization,Petersen,6,True,14021900
3766,Kernelization,Petersen,7,True,15100400
3767,Kernelization,Petersen,8,True,15363100
3768,Kernelization,Petersen,9,True,15286500
3769,Kernelization,Petersen,10,True,12084100
3770,Kernelization,Petersen,1,False,444900
3771,Kernelization,Petersen,2,False,367200
3772,Kernelization,Petersen,3,False,409300
3773,Kernelization,Petersen,4,False,5074600
3774,Kernelization,Petersen,5,False,7887100
3775,Kernelization,Petersen,6,True,11836600
3776,Kernelization,Petersen,7,True,10989200
3777,Kernelization,Petersen,8,True,11726500
3778,Kernelization,Petersen,9,True,8956200
3779,Kernelization,Petersen,10,True,11378400
3780,Kernelization,Petersen,1,False,291000
3781,Kernelization,Petersen,2,False,246300
3782,Kernelization,Petersen,3,False,292300
3783,Kernelization,Petersen,4,False,5064600
3784,Kernelization,Petersen,5,False,9853000
3785,Kernelization,Petersen,6,True,16180600
3786,Kernelization,Petersen,7,True,15250800
3787,Kernelization,Petersen,8,True,8667700
3788,Kernelization,Petersen,9,True,8900000
3789,Kernelization,Petersen,10,True,6794800
3790,Kernelization,Petersen,1,False,589800
3791,Kernelization,Petersen,2,False,264200
3792,Kernelization,Petersen,3,False,225800
3793,Kernelization,Petersen,4,False,3108800
3794,Kernelization,Petersen,5,False,9441600
3795,Kernelization,Petersen,6,True,8801400
3796,Kernelization,Petersen,7,True,8036300
3797,Kernelization,Petersen,8,True,8563500
3798,Kernelization,Petersen,9,True,9089500
3799,Kernelization,Petersen,10,True,11534400
3800,Kernelization,Petersen,1,False,623600
3801,Kernelization,Petersen,2,False,594200
3802,Kernelization,Petersen,3,False,539000
3803,Kernelization,Petersen,4,False,7558600
3804,Kernelization,Petersen,5,False,12649700
3805,Kernelization,Petersen,6,True,11807600
3806,Kernelization,Petersen,7,True,10820200
3807,Kernelization,Petersen,8,True,11448100
3808,Kernelization,Petersen,9,True,10734000
3809,Kernelization,Petersen,10,True,11693400
